cip_code,cip_title,stem
51.0703,Health Unit Coordinator/Ward Clerk.,0
51.0704,Health Unit Manager/Ward Supervisor.,0
51.0705,Medical Office Management/Administration.,0
51.0706,Health Information/Medical Records Administration/Administrator.,0
51.0707,Health Information/Medical Records Technology/Technician.,0
51.0708,Medical Transcription/Transcriptionist.,0
51.0709,Medical Office Computer Specialist/Assistant.,0
51.0710,Medical Office Assistant/Specialist.,0
51.0711,Medical/Health Management and Clinical Assistant/Specialist.,0
51.0712,Medical Reception/Receptionist.,0
51.0713,Medical Insurance Coding Specialist/Coder.,0
51.0714,Medical Insurance Specialist/Medical Biller.,0
51.0715,Health/Medical Claims Examiner.,0
51.0716,Medical Administrative/Executive Assistant and Medical Secretary.,0
51.0717,Medical Staff Services Technology/Technician.,0
51.0718,Long Term Care Administration/Management.,0
51.0719,Clinical Research Coordinator.,0
51.0799,"Health and Medical Administrative Services, Other.",0
51.0801,Medical/Clinical Assistant.,0
51.0802,Clinical/Medical Laboratory Assistant.,0
51.0803,Occupational Therapist Assistant.,0
51.0805,Pharmacy Technician/Assistant.,0
51.0806,Physical Therapy Technician/Assistant.,0
51.0808,Veterinary/Animal Health Technology/Technician and Veterinary Assistant.,0
51.0809,Anesthesiologist Assistant.,0
51.0810,Emergency Care Attendant (EMT Ambulance).,0
51.0811,Pathology/Pathologist Assistant.,0
51.0812,Respiratory Therapy Technician/Assistant.,0
51.0813,Chiropractic Assistant/Technician.,0
51.0814,Radiologist Assistant.,0
51.0815,Lactation Consultant.,0
51.0816,Speech-Language Pathology Assistant.,0
51.0899,"Allied Health and Medical Assisting Services, Other.",0
51.0901,Cardiovascular Technology/Technologist.,0
51.0902,Electrocardiograph Technology/Technician.,0
51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist.,0
51.0904,Emergency Medical Technology/Technician (EMT Paramedic).,0
51.0905,Nuclear Medical Technology/Technologist.,0
51.0906,Perfusion Technology/Perfusionist.,0
51.0907,Medical Radiologic Technology/Science - Radiation Therapist.,0
51.0908,Respiratory Care Therapy/Therapist.,0
51.0909,Surgical Technology/Technologist.,0
51.0910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician.,0
51.0911,Radiologic Technology/Science - Radiographer.,0
51.0912,Physician Assistant.,0
51.0913,Athletic Training/Trainer.,0
51.0914,Gene/Genetic Therapy.,0
51.0915,Cardiopulmonary Technology/Technologist.,0
51.0916,Radiation Protection/Health Physics Technician.,0
51.0917,Polysomnography.,0
51.0918,Hearing Instrument Specialist.,0
51.0919,Mammography Technician/Technology.,0
51.0920,Magnetic Resonance Imaging (MRI) Technology/Technician.,0
51.0999,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other.",0
51.1001,Blood Bank Technology Specialist.,0
51.1002,Cytotechnology/Cytotechnologist.,1
51.1003,Hematology Technology/Technician.,0
51.1004,Clinical/Medical Laboratory Technician.,0
51.1005,Clinical Laboratory Science/Medical Technology/Technologist.,1
51.1006,Ophthalmic Laboratory Technology/Technician.,0
51.1007,Histologic Technology/Histotechnologist.,0
51.1008,Histologic Technician.,0
51.1009,Phlebotomy Technician/Phlebotomist.,0
51.1010,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist.,0
51.1011,Renal/Dialysis Technologist/Technician.,0
51.1012,Sterile Processing Technology/Technician.,0
51.1099,"Clinical/Medical Laboratory Science and Allied Professions, Other.",0
51.1101,Pre-Dentistry Studies.,0
51.1102,Pre-Medicine/Pre-Medical Studies.,0
51.1103,Pre-Pharmacy Studies.,0
51.1104,Pre-Veterinary Studies.,0
51.1105,Pre-Nursing Studies.,0
51.1106,Pre-Chiropractic Studies.,0
51.1107,Pre-Occupational Therapy Studies.,0
51.1108,Pre-Optometry Studies.,0
51.1109,Pre-Physical Therapy Studies.,0
51.1199,"Health/Medical Preparatory Programs, Other.",0
51.1201,Medicine.,0
51.1401,Medical Scientist.,1
51.1501,Substance Abuse/Addiction Counseling.,0
51.1502,Psychiatric/Mental Health Services Technician.,0
51.1503,Clinical/Medical Social Work.,0
51.1504,Community Health Services/Liaison/Counseling.,0
51.1505,Marriage and Family Therapy/Counseling.,0
51.1506,Clinical Pastoral Counseling/Patient Counseling.,0
51.1507,Psychoanalysis and Psychotherapy.,0
51.1508,Mental Health Counseling/Counselor.,0
51.1509,Genetic Counseling/Counselor.,0
51.1599,"Mental and Social Health Services and Allied Professions, Other.",0
51.1601,"Nursing/Registered Nurse (RN, ASN, BSN, MSN).",0
51.1602,"Nursing Administration (MSN, MS, PhD).",0
51.1603,Adult Health Nurse/Nursing.,0
51.1604,Nurse Anesthetist.,0
51.1605,Family Practice Nurse/Nurse Practitioner.,0
51.1606,Maternal/Child Health and Neonatal Nurse/Nursing.,0
51.1607,Nurse Midwife/Nursing Midwifery.,0
51.1608,"Nursing Science (MS, PhD).",0
51.1609,Pediatric Nurse/Nursing.,0
51.1610,Psychiatric/Mental Health Nurse/Nursing.,0
51.1611,Public Health/Community Nurse/Nursing.,0
51.1612,Perioperative/Operating Room and Surgical Nurse/Nursing.,0
51.1613,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl, AAS)",0
51.1614,Nurse/Nursing Assistant/Aide and Patient Care Assistant.,0
51.1616,Clinical Nurse Specialist.,0
51.1617,Critical Care Nursing.,0
51.1618,Occupational and Environmental Health Nursing.,0
51.1699,"Nursing, Other.",0
51.1701,Optometry.,0
51.1801,Opticianry/Ophthalmic Dispensing Optician.,0
51.1802,Optometric Technician/Assistant.,0
51.1803,Ophthalmic Technician/Technologist.,0
51.1804,Orthoptics/Orthoptist.,0
51.1899,"Ophthalmic and Optometric Support Services and Allied Professions, Other.",0
51.1901,Osteopathic Medicine/Osteopathy.,0
51.2001,Pharmacy.,0
51.2002,Pharmacy Administration and Pharmacy Policy and Regulatory Affairs.,0
51.2003,Pharmaceutics and Drug Design.,1
51.2004,Medicinal and Pharmaceutical Chemistry.,1
51.2005,Natural Products Chemistry and Pharmacognosy.,1
51.2006,Clinical and Industrial Drug Development.,1
51.2007,Pharmacoeconomics/Pharmaceutical Economics.,1
51.2008,"Clinical, Hospital, and Managed Care Pharmacy.",0
51.2009,Industrial and Physical Pharmacy and Cosmetic Sciences.,1
51.2010,Pharmaceutical Sciences.,1
51.2011,Pharmaceutical Marketing and Management.,0
51.2099,"Pharmacy, Pharmaceutical Sciences, and Administration, Other.",0
51.2101,Podiatric Medicine/Podiatry.,0
51.2201,"Public Health, General.",0
51.2202,Environmental Health.,1
51.2205,Health/Medical  Physics.,1
51.2206,Occupational Health and Industrial Hygiene.,0
51.2207,Public Health Education and Promotion.,0
51.2208,Community Health and Preventive Medicine.,0
51.2209,Maternal and Child Health.,0
51.2210,International Public Health/International Health.,0
51.2211,Health Services Administration.,0
51.2212,Behavioral Aspects of Health.,0
51.2299,"Public Health, Other.",0
51.2301,Art Therapy/Therapist.,0
51.2302,Dance Therapy/Therapist.,0
51.2305,Music Therapy/Therapist.,0
51.2306,Occupational Therapy/Therapist.,0
51.2307,Orthotist/Prosthetist.,0
51.2308,Physical Therapy/Therapist.,0
51.2309,Therapeutic Recreation/Recreational Therapy.,0
51.2310,Vocational Rehabilitation Counseling/Counselor.,0
51.2311,Kinesiotherapy/Kinesiotherapist.,0
51.2312,Assistive/Augmentative Technology and Rehabilitation Engineering.,0
51.2313,Animal-Assisted Therapy.,0
51.2314,Rehabilitation Science.,0
51.2399,"Rehabilitation and Therapeutic Professions, Other.",0
51.2401,Veterinary Medicine.,0
51.2501,"Veterinary Sciences/Veterinary Clinical Sciences, General.",0
51.2502,Veterinary Anatomy.,1
51.2503,Veterinary Physiology.,1
51.2504,Veterinary Microbiology and Immunobiology.,1
51.2505,Veterinary Pathology and Pathobiology.,1
51.2506,Veterinary Toxicology and Pharmacology.,1
51.2507,Large Animal/Food Animal and Equine Surgery and Medicine.,0
51.2508,Small/Companion Animal Surgery and Medicine.,0
51.2509,Comparative and Laboratory Animal Medicine.,0
51.2510,"Veterinary Preventive Medicine, Epidemiology, and Public Health.",1
51.2511,Veterinary Infectious Diseases.,1
51.2599,"Veterinary Biomedical and Clinical Sciences, Other.",0
51.2601,Health Aide.,0
51.2602,Home Health Aide/Home Attendant.,0
51.2603,Medication Aide.,0
51.2604,Rehabilitation Aide.,0
51.2699,"Health Aides/Attendants/Orderlies, Other.",0
51.2703,Medical Illustration/Medical Illustrator.,0
51.2706,Medical Informatics.,1
51.2799,"Medical Illustration and Informatics, Other.",0
51.3101,Dietetics/Dietitian.,0
51.3102,Clinical Nutrition/Nutritionist.,0
51.3103,Dietetic Technician.,0
51.3104,Dietitian Assistant.,0
51.3199,"Dietetics and Clinical Nutrition Services, Other.",0
51.3201,Bioethics/Medical Ethics.,0
51.3300,"Alternative and Complementary Medicine and Medical Systems, General.",0
51.3301,Acupuncture and Oriental Medicine.,0
51.3302,Traditional Chinese Medicine and Chinese Herbology.,0
51.3303,Naturopathic Medicine/Naturopathy.,0
51.3304,Homeopathic Medicine/Homeopathy.,0
51.3305,Ayurvedic Medicine/Ayurveda.,0
51.3306,Holistic Health.,0
51.3399,"Alternative and Complementary Medicine and Medical Systems, Other.",0
51.3401,Direct Entry Midwifery.,0
51.3499,"Alternative and Complementary Medical Support Services, Other.",0
51.3501,Massage Therapy/Therapeutic Massage.,0
51.3502,Asian Bodywork Therapy.,0
51.3503,Somatic Bodywork.,0
51.3599,"Somatic Bodywork and Related Therapeutic Services, Other.",0
51.3601,Movement Therapy and Movement Education.,0
51.3602,Yoga Teacher Training/Yoga Therapy.,0
51.3603,Hypnotherapy/Hypnotherapist.,0
51.3699,"Movement and Mind-Body Therapies and Education, Other.",0
51.3701,Aromatherapy.,0
51.3702,Herbalism/Herbalist.,0
51.3703,Polarity Therapy.,0
51.3704,Reiki.,0
51.3799,"Energy and Biologically Based Therapies, Other.",0
51.3801,Registered Nursing/Registered Nurse.,0
51.3802,Nursing Administration.,0
51.3803,Adult Health Nurse/Nursing.,0
51.3804,Nurse Anesthetist.,0
51.3805,Family Practice Nurse/Nursing.,0
51.3806,Maternal/Child Health and Neonatal Nurse/Nursing.,0
51.3807,Nurse Midwife/Nursing Midwifery.,0
51.3808,Nursing Science.,0
51.3809,Pediatric Nurse/Nursing.,0
51.3810,Psychiatric/Mental Health Nurse/Nursing.,0
51.3811,Public Health/Community Nurse/Nursing.,0
51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.,0
51.3813,Clinical Nurse Specialist.,0
51.3814,Critical Care Nursing.,0
51.3815,Occupational and Environmental Health Nursing.,0
51.3816,Emergency Room/Trauma Nursing.,0
51.3817,Nursing Education.,0
51.3818,Nursing Practice.,0
51.3819,Palliative Care Nursing.,0
51.3820,Clinical Nurse Leader.,0
51.3821,Geriatric Nurse/Nursing.,0
51.3822,Women's Health Nurse/Nursing.,0
51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other.",0
51.39,"Practical Nursing, Vocational Nursing and Nursing Assistants.",0
51.3901,Licensed Practical/Vocational Nurse Training.,0
51.3902,Nursing Assistant/Aide and Patient Care Assistant/Aide.,0
51.3999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other.",0
51.9999,"Health Professions and Related Clinical Sciences, Other.",0
52.0101,"Business/Commerce, General.",0
52.0201,"Business Administration and Management, General.",0
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management.",0
52.0203,"Logistics, Materials, and Supply Chain Management.",0
52.0204,Office Management and Supervision.,0
52.0205,Operations Management and Supervision.,0
52.0206,Non-Profit/Public/Organizational Management.,0
52.0207,Customer Service Management.,0
52.0208,E-Commerce/Electronic Commerce.,0
52.0209,Transportation/Mobility Management.,0
52.0210,Research and Development Management.,0
52.0211,Project Management.,0
52.0212,Retail Management.,0
52.0213,Organizational Leadership.,0
52.0299,"Business Administration, Management and Operations, Other.",0
52.0301,Accounting.,0
52.0302,Accounting Technology/Technician and Bookkeeping.,0
52.0303,Auditing.,0
52.0304,Accounting and Finance.,0
52.0305,Accounting and Business/Management.,0
52.0399,"Accounting and Related Services, Other.",0
52.0401,"Administrative Assistant and Secretarial Science, General.",0
52.0402,Executive Assistant/Executive Secretary.,0
52.0406,Receptionist.,0
52.0407,Business/Office Automation/Technology/Data Entry.,0
52.0408,General Office Occupations and Clerical Services.,0
52.0409,"Parts, Warehousing, and Inventory Management Operations.",0
52.0410,"Traffic, Customs, and Transportation Clerk/Technician.",0
52.0411,Customer Service Support/Call Center/Teleservice Operation.,0
52.0499,"Business Operations Support and Secretarial Services, Other.",0
52.0501,Business/Corporate Communications.,0
52.0601,Business/Managerial Economics.,0
52.0701,Entrepreneurship/Entrepreneurial Studies.,0
52.0702,Franchising and Franchise Operations.,0
52.0703,Small Business Administration/Management.,0
52.0799,"Entrepreneurial and Small Business Operations, Other.",0
52.0801,"Finance, General.",0
52.0803,Banking and Financial Support Services.,0
52.0804,Financial Planning and Services.,0
52.0806,International Finance.,0
52.0807,Investments and Securities.,0
52.0808,Public Finance.,0
52.0809,Credit Management.,0
52.0899,"Finance and Financial Management Services, Other.",0
52.0901,"Hospitality Administration/Management, General.",0
52.0903,Tourism and Travel Services Management.,0
52.0904,Hotel/Motel Administration/Management.,0
52.0905,Restaurant/Food Services Management.,0
52.0906,Resort Management.,0
52.0907,Meeting and Event Planning.,0
52.0908,Casino Management.,0
52.0909,"Hotel, Motel, and Restaurant Management.",0
52.0999,"Hospitality Administration/Management, Other.",0
52.1001,"Human Resources Management/Personnel Administration, General.",0
52.1002,Labor and Industrial Relations.,0
52.1003,Organizational Behavior Studies.,0
52.1004,Labor Studies.,0
52.1005,Human Resources Development.,0
52.1099,"Human Resources Management and Services, Other.",0
52.1101,International Business/Trade/Commerce.,0
52.1201,"Management Information Systems, General.",0
52.1206,Information Resources Management.,0
52.1207,Knowledge Management.,0
52.1299,"Management Information Systems and Services, Other.",0
52.1301,Management Science.,1
52.1302,Business Statistics.,1
52.1304,Actuarial Science.,1
52.1399,"Management Sciences and Quantitative Methods, Other.",1
52.1401,"Marketing/Marketing Management, General.",0
52.1402,Marketing Research.,0
52.1403,International Marketing.,0
52.1499,"Marketing, Other.",0
52.1501,Real Estate.,0
52.1601,Taxation.,0
52.1701,Insurance.,0
52.1801,"Sales, Distribution, and Marketing Operations, General.",0
52.1802,Merchandising and Buying Operations.,0
52.1803,Retailing and Retail Operations.,0
52.1804,Selling Skills and Sales Operations.,0
52.1899,"General Merchandising, Sales, and Related Marketing Operations, Other.",0
52.1901,Auctioneering.,0
52.1902,Fashion Merchandising.,0
52.1903,Fashion Modeling.,0
52.1904,Apparel and Accessories Marketing Operations.,0
52.1905,Tourism and Travel Services Marketing Operations.,0
52.1906,Tourism Promotion Operations.,0
52.1907,Vehicle and Vehicle Parts and Accessories Marketing Operations.,0
52.1908,Business and Personal/Financial Services Marketing Operations.,0
52.1909,Special Products Marketing Operations.,0
52.1910,Hospitality and Recreation Marketing Operations.,0
52.1999,"Specialized Merchandising, Sales, and Marketing Operations, Other.",0
52.2001,Construction Management.,0
52.2101,Telecommunications Management.,0
52.9999,"Business, Management, Marketing, and Related Support Services, Other.",0
53.0101,Regular/General High School/Secondary Diploma Program.,0
53.0102,College/University Preparatory and Advanced High School/Secondary Diploma Program.,0
53.0103,Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program.,0
53.0104,Honors/Regents High School/Secondary Diploma Program.,0
53.0105,Adult High School/Secondary Diploma Program.,0
53.0199,"High School/Secondary Diploma Programs, Other.",0
53.0201,High School Equivalence Certificate Program.,0
53.0202,High School Certificate of Competence Program.,0
53.0203,Certificate of IEP Completion Program.,0
53.0299,"High School/Secondary Certificates, Other.",0
54.0101,"History, General.",0
54.0102,American  History (United States).,0
54.0103,European History.,0
54.0104,History and Philosophy of Science and Technology.,0
54.0105,Public/Applied History.,0
54.0106,Asian History.,0
54.0107,Canadian History.,0
54.0108,Military History.,0
54.0199,"History, Other.",0
60.0101,Oral and Maxillofacial Surgery Residency Program.,0
60.0102,Dental Public Health Residency Program.,0
60.0103,Endodontics Residency Program.,0
60.0104,Oral and Maxillofacial Pathology Residency Program.,0
60.0105,Orthodontics Residency Program.,0
60.0106,Pediatric Dentistry Residency Program.,0
60.0107,Periodontology Residency Program.,0
60.0108,Prosthodontics Residency Program.,0
60.0109,Oral and Maxillofacial Radiology Residency Program.,0
60.0199,"Dental Residency Program, Other.",0
60.0201,Aerospace Medicine.,0
60.0202,Allergies and Immunology.,0
60.0203,Anesthesiology.,0
60.0204,Blood Banking.,0
60.0205,Cardiology.,0
60.0206,Chemical Pathology.,0
60.0207,Child/Pediatric Neurology.,0
60.0208,Child Psychiatry.,0
60.0209,Colon and Rectal Surgery.,0
60.0210,Critical Care Anesthesiology.,0
60.0211,Critical Care Medicine.,0
60.0212,Critical Care Surgery.,0
60.0213,Dermatology.,0
60.0214,Dermatopathology.,0
60.0215,Diagnostic Radiology.,0
60.0216,Emergency Medicine.,0
60.0217,Endocrinology and Metabolism.,0
60.0218,Family Medicine.,0
60.0219,Forensic Pathology.,0
60.0220,Gastroenterology.,0
60.0221,General Surgery.,0
60.0222,Geriatric Medicine.,0
60.0223,Hand Surgery.,0
60.0224,Hematology.,0
60.0225,Hematological Pathology.,0
60.0226,Immunopathology.,0
60.0227,Infectious Disease.,0
60.0228,Internal Medicine.,0
60.0229,Laboratory Medicine.,0
60.0230,Musculoskeletal Oncology.,0
60.0231,Neonatal-Perinatal Medicine.,0
60.0232,Nephrology.,0
60.0233,Neurological Surgery/Neurosurgery.,0
60.0234,Neurology.,0
60.0235,Neuropathology.,0
60.0236,Nuclear Medicine.,0
60.0237,Nuclear Radiology.,0
60.0238,Obstetrics and Gynecology.,0
60.0239,Occupational Medicine.,0
60.0240,Oncology.,0
60.0241,Ophthalmology.,0
60.0242,Orthopedics/Orthopedic Surgery.,0
60.0243,Otolaryngology.,0
60.0244,Pathology.,0
60.0245,Pediatric Cardiology.,0
60.0246,Pediatric Endocrinology.,0
60.0247,Pediatric Hemato-Oncology.,0
60.0248,Pediatric Nephrology.,0
60.0249,Pediatric Orthopedics.,0
60.0250,Pediatric Surgery.,0
60.0251,Pediatrics.,0
60.0252,Physical and Rehabilitation Medicine.,0
60.0253,Plastic Surgery.,0
60.0254,Preventive Medicine.,0
60.0255,Psychiatry.,0
60.0256,Public Health Medicine.,0
60.0257,Pulmonary Disease.,0
60.0258,Radiation Oncology.,0
60.0259,Radioisotopic Pathology.,0
60.0260,Rheumatology.,0
60.0261,Sports Medicine.,0
60.0262,Thoracic Surgery.,0
60.0263,Urology.,0
60.0264,Vascular Surgery.,0
60.0265,Adult Reconstructive Orthopedics (Orthopedic Surgery).,0
60.0266,Child Neurology.,0
60.0267,Cytopathology.,0
60.0268,Geriatric Medicine (Internal Medicine).,0
60.0269,Pediatric Urology.,0
60.0270,Physical Medicine and Rehabilitation/Psychiatry.,0
60.0271,Orthopedic Surgery of the Spine.,0
60.0299,"Medical Residency Programs, Other.",0
60.0301,Veterinary Anesthesiology Residency Program.,0
60.0302,Veterinary Dentistry Residency Program.,0
60.0303,Veterinary Dermatology Residency Program.,0
60.0304,Veterinary Emergency and Critical Care Medicine Residency Program.,0
60.0305,Veterinary Internal Medicine Residency Program.,0
60.0306,Laboratory Animal Medicine Residency Program.,0
60.0307,Veterinary Microbiology Residency Program.,0
60.0308,Veterinary Nutrition Residency Program.,0
60.0309,Veterinary Ophthalmology Residency Program.,0
60.0310,Veterinary Pathology Residency Program.,0
60.0311,Veterinary Practice Residency Program.,0
60.0312,Veterinary Preventive Medicine Residency Program.,0
60.0313,Veterinary Radiology Residency Program.,0
60.0314,Veterinary Surgery Residency Program.,0
60.0315,Theriogenology Residency Program.,0
60.0316,Veterinary Toxicology Residency Program.,0
60.0317,Zoological Medicine Residency Program.,0
60.0318,Poultry Veterinarian Residency Program.,0
60.0319,Veterinary Behaviorist Residency Program.,0
60.0320,Veterinary Clinical Pharmacology Residency Program.,0
60.0399,"Veterinary Residency Programs, Other.",0
60.0401,Aerospace Medicine Residency Program.,0
60.0402,Allergy and Immunology Residency Program.,0
60.0403,Anesthesiology Residency Program.,0
60.0404,Child Neurology Residency Program.,0
60.0405,Clinical Biochemical Genetics Residency Program.,0
60.0406,Clinical Cytogenetics Residency Program.,0
60.0407,Clinical Genetics Residency Program.,0
60.0408,Clinical Molecular Genetics Residency Program.,0
60.0409,Colon and Rectal Surgery Residency Program.,0
60.0410,Dermatology Residency Program.,0
60.0411,Diagnostic Radiology Residency Program.,0
60.0412,Emergency Medicine Residency Program.,0
60.0413,Family Medicine Residency Program.,0
60.0414,General Surgery Residency Program.,0
60.0415,Internal Medicine Residency Program.,0
60.0416,Neurological Surgery Residency Program.,0
60.0417,Neurology Residency Program.,0
60.0418,Nuclear Medicine Residency Program.,0
60.0419,Obstetrics and Gynecology Residency Program.,0
60.0420,Occupational Medicine Residency Program.,0
60.0421,Ophthalmology Residency Program.,0
60.0422,Orthopedic Surgery Residency Program.,0
60.0423,Otolaryngology Residency Program.,0
60.0424,Pathology Residency Program.,0
60.0425,Pediatrics Residency Program.,0
60.0426,Physical Medicine and Rehabilitation Residency Program.,0
60.0427,Plastic Surgery Residency Program.,0
60.0428,Psychiatry Residency Program.,0
60.0429,Public Health and General Preventive Medicine Residency Program.,0
60.0430,Radiation Oncology Residency Program.,0
60.0431,Radiologic Physics Residency Program.,0
60.0432,Thoracic Surgery Residency Program.,0
60.0433,Urology Residency Program.,0
60.0434,Vascular Surgery Residency Program.,0
60.0499,"Medical Residency Programs - General Certificates, Other.",0
60.0501,Addiction Psychiatry Residency Program.,0
60.0502,Adolescent Medicine Residency Program.,0
60.0503,Blood Banking/Transfusion Medicine Residency Program.,0
60.0504,Cardiovascular Disease Residency Program.,0
60.0505,Chemical Pathology Residency Program.,0
60.0506,Child Abuse Pediatrics Residency Program.,0
60.0507,Child and Adolescent Psychiatry Residency Program.,0
60.0508,Clinical Cardiac Electrophysiology Residency Program.,0
60.0509,Clinical Neurophysiology Residency Program.,0
60.0510,Congenital Cardiac Surgery Residency Program.,0
60.0511,Critical Care Medicine Residency Program.,0
60.0512,Cytopathology Residency Program.,0
60.0513,Dermatopathology Residency Program.,0
60.0514,Developmental-Behavioral Pediatrics Residency Program.,0
60.0515,Diagnostic Radiologic Physics Residency Program.,0
60.0516,"Endocrinology, Diabetes and Metabolism Residency Program.",0
60.0517,Forensic Pathology Residency Program.,0
60.0518,Forensic Psychiatry Residency Program.,0
60.0519,Gastroenterology Residency Program.,0
60.0520,Geriatric Medicine Residency Program.,0
60.0521,Geriatric Psychiatry Residency Program.,0
60.0522,Gynecologic Oncology Residency Program.,0
60.0523,Hematological Pathology Residency Program.,0
60.0524,Hematology Residency Program.,0
60.0525,Hospice and Palliative Medicine Residency Program.,0
60.0526,Immunopathology Residency Program.,0
60.0527,Infectious Disease Residency Program.,0
60.0528,Interventional Cardiology Residency Program.,0
60.0529,Laboratory Medicine Residency Program.,0
60.0530,Maternal and Fetal Medicine Residency Program.,0
60.0531,Medical Biochemical Genetics Residency Program.,0
60.0532,Medical Microbiology Residency Program.,0
60.0533,Medical Nuclear Physics Residency Program.,0
60.0534,Medical Oncology Residency Program.,0
60.0535,Medical Toxicology Residency Program.,0
60.0536,Molecular Genetic Pathology Residency Program.,0
60.0537,Musculoskeletal Oncology Residency Program.,0
60.0538,Neonatal-Perinatal Medicine Residency Program.,0
60.0539,Nephrology Residency Program.,0
60.0540,Neurodevelopmental Disabilities Residency Program.,0
60.0541,Neuromuscular Medicine Residency Program.,0
60.0542,Neuropathology Residency Program.,0
60.0543,Neuroradiology Residency Program.,0
60.0544,Neurotology Residency Program.,0
60.0545,Nuclear Radiology Residency Program.,0
60.0546,Orthopedic Sports Medicine Residency Program.,0
60.0547,Orthopedic Surgery of the Spine Residency Program.,0
60.0548,Pain Medicine Residency Program.,0
60.0549,Pediatric Cardiology Residency Program.,0
60.0550,Pediatric Critical Care Medicine Residency Program.,0
60.0551,Pediatric Dermatology Residency Program.,0
60.0552,Pediatric Emergency Medicine Residency Program.,0
60.0553,Pediatric Endocrinology Residency Program.,0
60.0554,Pediatric Gastroenterology Residency Program.,0
60.0555,Pediatric Hematology-Oncology Residency Program.,0
60.0556,Pediatric Infectious Diseases Residency Program.,0
60.0557,Pediatric Nephrology Residency Program.,0
60.0558,Pediatric Orthopedics Residency Program.,0
60.0559,Pediatric Otolaryngology Residency Program.,0
60.0560,Pediatric Pathology Residency Program.,0
60.0561,Pediatric Pulmonology Residency Program.,0
60.0562,Pediatric Radiology Residency Program.,0
60.0563,Pediatric Rehabilitation Medicine Residency Program.,0
60.0564,Pediatric Rheumatology Residency Program.,0
60.0565,Pediatric Surgery Residency Program.,0
60.0566,Pediatric Transplant Hepatology Residency Program.,0
60.0567,Pediatric Urology Residency Program.,0
60.0568,Physical Medicine and Rehabilitation/Psychiatry Residency Program.,0
60.0569,Plastic Surgery Within the Head and Neck Residency Program.,0
60.0570,Psychosomatic Medicine Residency Program.,0
60.0571,Pulmonary Disease Residency Program.,0
60.0572,Radioisotopic Pathology Residency Program.,0
60.0573,Reproductive Endocrinology/Infertility Residency Program.,0
60.0574,Rheumatology Residency Program.,0
60.0575,Sleep Medicine Residency Program.,0
60.0576,Spinal Cord Injury Medicine Residency Program.,0
60.0577,Sports Medicine Residency Program.,0
60.0578,Surgery of the Hand Residency Program.,0
60.0579,Surgical Critical Care Residency Program.,0
60.0580,Therapeutic Radiologic Physics Residency Program.,0
60.0581,Transplant Hepatology Residency Program.,0
60.0582,Undersea and Hyperbaric Medicine Residency Program.,0
60.0583,Vascular and Interventional Radiology Residency Program.,0
60.0584,Vascular Neurology Residency Program.,0
60.0599,"Medical Residency Programs - Subspecialty Certificates, Other.",0
60.0601,Podiatric Medicine and Surgery - 24 Residency Program.,0
60.0602,Podiatric Medicine and Surgery - 36 Residency Program.,0
